
*** Beginn AuditLog: Sat Oct 05 13:35:51 CEST 2019 ***

*** Beginn AuditLog: Sat Oct 05 13:37:56 CEST 2019 ***

*** Beginn AuditLog: Sat Oct 05 13:39:33 CEST 2019 ***

*** Beginn AuditLog: Sat Oct 05 13:40:05 CEST 2019 ***

*** Beginn AuditLog: Sat Oct 05 13:40:25 CEST 2019 ***

*** Beginn AuditLog: Sat Oct 05 13:40:40 CEST 2019 ***

*** Beginn AuditLog: Sat Oct 05 13:50:08 CEST 2019 ***
    192 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-43 | Client-Client-Thread-43 | null | ++++++++++
    193 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-6 | Client-Client-Thread-6 | null | ++++++++++
    194 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-47 | Client-Client-Thread-47 | null | ++++++++++
    195 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-50 | Client-Client-Thread-50 | null | ++++++++++
    196 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-16 | Client-Client-Thread-16 | null | ++++++++++
    197 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-33 | Client-Client-Thread-33 | null | ++++++++++
    198 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-38 | Client-Client-Thread-38 | null | ++++++++++
    199 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-92 | Client-Client-Thread-92 | null | ++++++++++
    200 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-25 | Client-Client-Thread-25 | null | ++++++++++
    201 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-32 | Client-Client-Thread-32 | null | ++++++++++
    202 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-23 | Client-Client-Thread-23 | null | ++++++++++
    203 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-28 | Client-Client-Thread-28 | null | ++++++++++
    204 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-27 | Client-Client-Thread-27 | null | ++++++++++
    205 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-86 | Client-Client-Thread-86 | null | ++++++++++
